altitude_m,mass_kg,demand_bus_kw,minimum_pack_capacity_kwh,minimum_discharge_c_rate
800.0,734.1154390834924,20.30493344765596,6.768311149218653,2.030493344765596
900.0,734.1154390834924,20.404548976086502,6.801516325362168,2.04045489760865
1000.0,734.1154390834924,20.50488453977992,6.834961513259973,2.0504884539779917
1100.0,734.1154390834924,20.605947023039267,6.868649007679756,2.0605947023039266
1200.0,734.1154390834924,20.70774339212393,6.9025811307079765,2.070774339212393
1300.0,734.1154390834924,20.81028069641831,6.936760232139437,2.081028069641831
1400.0,734.1154390834924,20.913566069619886,6.971188689873295,2.0913566069619884
1500.0,734.1154390834924,21.01760673094711,7.005868910315704,2.101760673094711
1600.0,734.1154390834924,21.12240998636744,7.0408033287891465,2.112240998636744
1700.0,734.1154390834924,21.22798322984602,7.075994409948674,2.122798322984602
1800.0,734.1154390834924,21.334333944615157,7.111444648205052,2.1334333944615156
1900.0,734.1154390834924,21.441469704465337,7.147156568155112,2.144146970446534
2000.0,734.1154390834924,21.549398175057853,7.183132725019284,2.1549398175057854
2100.0,734.1154390834924,21.65812711525971,7.21937570508657,2.165812711525971
2200.0,734.1154390834924,21.767664378501138,7.255888126167046,2.1767664378501137
2300.0,734.1154390834924,21.878017914156114,7.292672638052038,2.1878017914156116
2400.0,734.1154390834924,21.98919576894638,7.329731922982127,2.198919576894638
2500.0,734.1154390834924,22.1012060883695,7.367068696123167,2.21012060883695
2600.0,734.1154390834924,22.2140571181513,7.404685706050433,2.22140571181513
2700.0,734.1154390834924,22.327757205723085,7.442585735241028,2.2327757205723087
2800.0,734.1154390834924,22.442314801724493,7.480771600574831,2.2442314801724494
2900.0,734.1154390834924,22.557738461532015,7.519246153844005,2.2557738461532013
3000.0,734.1154390834924,22.674036846814037,7.558012282271346,2.267403684681404
3100.0,734.1154390834924,22.791218727112756,7.5970729090375855,2.2791218727112756
3200.0,734.1154390834924,22.90929298145358,7.63643099381786,2.290929298145358
3300.0,734.1154390834924,23.028268599982436,7.676089533327478,2.3028268599982438
3400.0,734.1154390834924,23.14815468563177,7.716051561877257,2.314815468563177
3500.0,734.1154390834924,23.26896045581554,7.756320151938514,2.326896045581554
3600.0,734.1154390834924,23.39069524415406,7.79689841471802,2.339069524415406
3700.0,734.1154390834924,23.513368502228932,7.837789500742978,2.3513368502228933
3800.0,734.1154390834924,23.63698980136909,7.878996600456364,2.363698980136909
3900.0,734.1154390834924,23.76156883446831,7.92052294482277,2.376156883446831
4000.0,734.1154390834924,23.88711541783474,7.962371805944913,2.388711541783474
4100.0,734.1154390834924,24.013639493073565,8.004546497691189,2.4013639493073566
4200.0,734.1154390834924,24.141151129002854,8.047050376334285,2.4141151129002854
4300.0,734.1154390834924,24.26966052360365,8.089886841201217,2.426966052360365
4400.0,734.1154390834924,24.399178006005048,8.133059335335016,2.439917800600505
4500.0,734.1154390834924,24.52971403850471,8.176571346168236,2.452971403850471
4600.0,734.1154390834924,24.661279218625687,8.220426406208562,2.4661279218625687
4700.0,734.1154390834924,24.793884281210413,8.264628093736805,2.4793884281210414
4800.0,734.1154390834924,24.927540100552317,8.309180033517439,2.492754010055232
4900.0,734.1154390834924,25.062257692566234,8.354085897522078,2.5062257692566234
5000.0,734.1154390834924,25.198048216997947,8.399349405665982,2.5198048216997946
5100.0,734.1154390834924,25.33492297967429,8.444974326558096,2.533492297967429
5200.0,734.1154390834924,25.472893434793896,8.490964478264631,2.5472893434793895
5300.0,734.1154390834924,25.61197118726018,8.537323729086728,2.5611971187260183
5400.0,734.1154390834924,25.75216799505688,8.584055998352293,2.575216799505688
5500.0,734.1154390834924,25.89349577166735,8.63116525722245,2.589349577166735
5600.0,734.1154390834924,26.035966588538457,8.678655529512818,2.6035966588538457
5700.0,734.1154390834924,26.179592677589973,8.726530892529992,2.617959267758997
5800.0,734.1154390834924,26.324386433770453,8.774795477923485,2.6324386433770455
5900.0,734.1154390834924,26.470360417660633,8.823453472553544,2.6470360417660634
6000.0,734.1154390834924,26.617527358125287,8.872509119375096,2.6617527358125286
6100.0,734.1154390834924,26.76590015501452,8.921966718338174,2.676590015501452
