capacity_kwh,idle_fuel_fraction,pack_mass_delta_kg,fuel_capacity_cost_kg,discharge_enabling_benefit_kg,charge_ceiling_benefit_kg,gross_operational_benefit_kg,net_fuel_benefit_kg,loiter_endurance_h,endurance_change_h
18.25,0.2,43.99999999999999,41.12149532710279,5.052114296150762,11.84747066934483,16.899584965495592,-24.2219103616072,11.901158657968953,-1.7572692036122532
18.5,0.2,45.333333333333336,42.367601246105835,5.057891616393363,12.141464739317485,17.199356355710847,-25.168244890394988,11.831320719330584,-1.8271071422506218
18.75,0.2,46.666666666666664,43.61370716510899,5.063514276471892,12.43237490599256,17.495889182464452,-26.11781798264454,11.761192097413785,-1.8972357641674211
19.0,0.2,47.99999999999999,44.85981308411215,5.068988405094274,12.720176420023677,17.78916482511795,-27.070648258994197,11.690779769194569,-1.9676480923866375
19.25,0.2,49.333333333333336,46.10591900311519,5.0743198113517565,13.00491580531957,18.079235616671326,-28.026683386443864,11.620090573119256,-2.0383372884619497
19.5,0.2,50.666666666666664,47.35202492211832,5.079514005299075,13.28670739209042,18.366221397389495,-28.985803524728823,11.549131212252753,-2.109296649328453
19.75,0.2,51.99999999999999,48.598130841121474,5.084576216947312,13.565551967751162,18.650128184698474,-29.948002656423,11.477908257342023,-2.1805196042391835
20.0,0.2,53.333333333333336,49.84423676012452,5.089511413830792,13.841470641293085,18.930982055123877,-30.91325470500064,11.40642814979827,-2.2519997117829362
10.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,13.005003823469034,0.0
10.25,0.25,1.3333333333333286,1.2461059190030142,1.3210231953124776,0.44173074076502417,1.7627539360775017,0.5166480170744876,13.03941758134427,0.03441375787523704
10.5,0.25,2.6666666666666643,2.492211838006199,2.5718839470717967,0.9224974747619399,3.4943814218337366,1.0021695838275377,13.071840942010297,0.06683711854126351
10.75,0.25,4.0,3.7383177570093267,3.7574574687404265,1.4383434577408707,5.195800926481297,1.4574831694719705,13.102325858080595,0.09732203461156175
11.0,0.25,5.333333333333329,4.984423676012398,4.882183679999343,1.985736825800359,6.867920505799702,1.8834968297873047,13.130922897737712,0.125919074268678
11.210476464413189,0.25,6.455874476870335,6.033527548476968,5.784925692150182,2.468707731168138,8.25363342331832,2.2201058748413516,13.153570773344823,0.14856694987578933
11.25,0.25,6.666666666666664,6.2305295950155255,5.787398540348931,2.5467979724129464,8.334196512761878,2.1036669177463523,13.145823447335339,0.14081962386630487
11.5,0.25,8.0,7.476635514018653,5.802643795190875,3.03720429075679,8.839848085947665,1.3632125719290116,13.096435963400824,0.09143213993178989
