engine_kw,battery_kwh,soc_low,soc_high,s_min,s_max,endurance_h,mission_complete,fitness_h
90.8620053807361,43.24114302214042,0.20548606251143087,0.7518791497676912,1.8637529595393045,3.4214631541171947,7.483333333333333,True,7.483333333333333
49.98407565833662,29.972024270043384,0.2765827547733567,0.6351772945816122,1.3247081497549813,3.814889732894338,0.7,False,0.07
43.1833024282853,47.60083245408045,0.30462515033226456,0.6311365397758487,2.569972759014238,5.049544580686017,2.1333333333333333,True,2.1333333333333333
79.26765524200093,15.737946343458294,0.13610905087230202,0.8697385987922637,1.5088774396130575,5.212792228779305,15.733333333333333,True,15.733333333333333
32.810120983355205,32.47138760535849,0.10708743904489937,0.6303699515482305,2.120269931917957,4.001742271167001,0.0,False,0.0
97.04341131419547,22.8730654625243,0.294960745997918,0.7293332546116142,2.5088416004156926,3.761377242222948,12.65,True,12.65
70.85579481732702,24.8620167143994,0.15726215081956707,0.8810802397503401,2.3279547992324314,4.266592985344618,0.7166666666666667,False,0.07166666666666667
36.93475141622946,26.477503453637727,0.2970145297984318,0.6658755565712272,1.529489952444565,5.333052756111973,0.0,False,0.0
62.56627537760893,12.562326832010285,0.38285799845112445,0.8378063247542052,2.3149374607996327,5.118067483484927,0.43333333333333335,False,0.043333333333333335
77.01787758626358,30.409294273132204,0.1416266227599826,0.6021212434096981,1.5974365607901808,4.721439640912092,11.6,True,11.6
92.55766413198775,5.833998943091747,0.15829427023028908,0.6055023170274172,2.362497270103632,5.06737607507425,2.183333333333333,True,2.183333333333333
73.76809986613122,25.49041782592104,0.24659757659209186,0.6457833116662133,2.686789636805263,5.2636393526553995,12.9,True,12.9
34.52078849362317,23.664388949719267,0.19283689503835386,0.604379516455344,1.185343282336746,3.7926921398625018,0.0,False,0.0
57.481843898013665,25.374758559658893,0.38401779255988366,0.7519732499929707,2.1624999025316907,3.578705641674159,0.7333333333333333,False,0.07333333333333333
72.59609831096513,48.80249216137318,0.17623943297647643,0.7077968315411158,2.314209306192536,3.582060458686211,6.933333333333334,True,6.933333333333334
85.88278947037325,7.489120433631921,0.15234441321276593,0.7813711148656878,1.3500804682139946,5.301360171921795,2.1333333333333333,True,2.1333333333333333
59.72417166153116,31.489539670395125,0.33375696452208714,0.7767920059795579,1.287983649585924,3.4216185298819264,12.016666666666667,True,12.016666666666667
83.24175461667998,28.816321035241753,0.24131330565619946,0.767201409195929,2.841752194484255,4.675757258858481,11.4,True,11.4
62.68041012208745,44.63935720301304,0.33127591531352735,0.8753996134708696,1.2240014777368946,3.5731804935268765,8.316666666666666,True,8.316666666666666
74.70267370704539,19.90004015060846,0.2613615353895642,0.6496310747839962,1.2171104275805043,4.396454255971971,14.666666666666666,True,14.666666666666666
80.42309055401006,34.55290750191685,0.28016651880854027,0.6977898839536464,2.9914139566628197,3.3443557064755596,10.2,True,10.2
78.08759169970628,13.520485553428125,0.31711193395488235,0.670278134840145,1.1129805943591145,3.006919713462199,16.416666666666668,True,16.416666666666668
44.36206894334325,21.725571410717105,0.2075890358733442,0.7280618289889575,1.68973735566017,3.494899079715989,0.5166666666666667,False,0.051666666666666666
97.62788742604312,13.8701646080468,0.3790213937796306,0.6166449191873973,2.2766822554201784,3.437069191439191,15.283333333333333,True,15.283333333333333
39.07219340701309,25.77403299987892,0.3494367123396367,0.6751186767839057,1.8411953845332159,4.625082666698593,0.65,False,0.065
77.72589391321554,43.22001004860331,0.3805104789864998,0.767784892426614,2.7689021198629113,3.6683758007973517,7.966666666666667,True,7.966666666666667
37.61053437677032,16.666868878119455,0.28614406450213914,0.8760002868531823,1.6968116725586022,4.198988115595121,0.45,False,0.045
45.82884237950075,5.542777470498045,0.2903899809663689,0.6865386411514562,1.5295640151029504,3.7869037229108207,0.13333333333333333,False,0.013333333333333334
43.92698562230832,40.011026758113246,0.31211282740504565,0.6266451762616375,1.8209217936552624,5.281573767636909,1.1166666666666667,False,0.11166666666666666
75.56962265783898,7.604127407022466,0.3336988260279309,0.7292094021121803,2.168325339472217,3.2047122078317676,18.45,True,18.45
74.43247722165603,10.8061715482404,0.18137412769792,0.7465859374782208,1.3173801081106864,3.035332805175388,0.5666666666666667,False,0.056666666666666664
60.78934481095866,36.37894889717232,0.3337699091964067,0.7366996558980523,1.840528682420155,3.114519982198867,10.6,True,10.6
45.756712410402,38.6301503301311,0.30405344695305514,0.6097235755560301,1.4174941822103364,3.47222909018536,1.0,False,0.1
95.08936862867071,34.583016962052696,0.17801537033173237,0.7773328687932733,1.7709669270839494,3.7641237968261727,9.566666666666666,True,9.566666666666666
77.7882517515244,21.186254721388764,0.1879056649566374,0.838836534204206,1.8204713681707334,4.992455598461757,14.166666666666666,True,14.166666666666666
79.20529740369207,37.77170167067284,0.3287138649021644,0.7986869570146717,2.4573081913052355,3.8887124311149,9.35,True,9.35
68.15054677556864,21.290980892523994,0.34580365129462487,0.7292425961431226,2.306604852663193,3.6088760440713523,14.566666666666666,True,14.566666666666666
38.751843109838134,28.285463731690804,0.33137471257034756,0.6262304096543998,1.951793775974417,3.805009930077082,0.55,False,0.055
79.63535331287052,39.560444578436,0.3150419569716026,0.8011235326591363,3.0,5.106084116078686,8.566666666666666,True,8.566666666666666
80.05539248314045,10.730409266939143,0.10123361270923967,0.7664049500867738,1.2721644421392515,3.4510638191761784,2.1166666666666667,True,2.1166666666666667
59.72417166153116,31.489539670395125,0.27815266428630175,0.7767920059795579,1.2393081982329401,3.4216185298819264,0.7833333333333333,False,0.07833333333333334
97.62788742604312,13.8701646080468,0.3790213937796306,0.6166449191873973,2.2766822554201784,3.437069191439191,15.283333333333333,True,15.283333333333333
78.08759169970628,16.50767535944467,0.31711193395488235,0.6653848069203085,1.1129805943591145,3.006919713462199,15.5,True,15.5
97.62788742604312,13.8701646080468,0.3740121815929358,0.6166449191873973,2.2766822554201784,3.600844326743945,15.283333333333333,True,15.283333333333333
92.76361874130339,27.08902935301569,0.22365264739782056,0.7475380244817271,2.3171326230173035,4.005559753840956,11.716666666666667,True,11.716666666666667
58.02125548848635,17.353400968862275,0.34486916905451903,0.7059004720302948,2.4468542459885962,3.546781266645976,0.48333333333333334,False,0.04833333333333333
69.85346294861345,35.42711959405685,0.334691446762193,0.8001341300923855,1.1477342562605206,3.483713307307302,10.45,True,10.45
57.481843898013665,25.374758559658893,0.38401779255988366,0.7519732499929707,2.1624999025316907,3.5742541147237943,0.7333333333333333,False,0.07333333333333333
97.62788742604312,13.8701646080468,0.3790213937796306,0.6166449191873973,2.2766822554201784,3.437069191439191,15.283333333333333,True,15.283333333333333
77.61264087544754,33.607778523715076,0.27773616487487296,0.8002937667512142,2.5089113317767775,3.419853797084428,10.6,True,10.6
97.76925272980672,13.602022155232516,0.31478088765487844,0.7114439359570797,1.9848426861067394,3.11252163970897,15.366666666666667,True,15.366666666666667
72.88973855670297,28.585122213842645,0.1855708926706325,0.795098334948374,1.9300463139046258,3.6646938443158956,12.283333333333333,True,12.283333333333333
66.92134737616917,31.3639272756304,0.34061878910658194,0.7915607993129581,2.341137253058795,3.615653696407869,11.7,True,11.7
